,company_name,company_number,date_filed,doc_type,description,made_up_to,ixbrl,current_year,previous_year
727,GO TESTIFY LIMITED,NI636713,30 Nov 2018,AA,Micro company accounts,28 February 2018,Yes,2018.0,2017.0
728,GO TESTIFY LIMITED,NI636713,13 Jun 2017,AA,Micro company accounts,28 February 2017,Yes,2017.0,2016.0
729,REPLIFY LTD,NI059012,17 Jun 2020,AA,Micro company accounts,30 September 2019,Yes,2019.0,2018.0
730,REPLIFY LTD,NI059012,08 Feb 2019,AA,Micro company accounts,30 September 2018,Yes,2018.0,2017.0
731,REPLIFY LTD,NI059012,12 Oct 2017,AA,Micro company accounts,30 September 2017,Yes,2017.0,2016.0
732,REPLIFY LTD,NI059012,13 Dec 2016,AA,Total exemption small company accounts,30 September 2016,No,2016.0,2015.0
733,REPLIFY LTD,NI059012,20 Jun 2016,AA,Total exemption full accounts,30 September 2015,No,2015.0,2014.0
734,REPLIFY LTD,NI059012,23 Mar 2015,AA,Total exemption full accounts,30 September 2014,No,2014.0,2013.0
735,REPLIFY LTD,NI059012,24 Jun 2014,AA,Total exemption small company accounts,30 September 2013,No,2013.0,2012.0
736,REPLIFY LTD,NI059012,19 Jun 2013,AA,Total exemption small company accounts,30 September 2012,No,2012.0,2011.0
737,REPLIFY LTD,NI059012,22 Jun 2012,AA,Total exemption small company accounts,30 September 2011,No,2011.0,2010.0
738,REPLIFY LTD,NI059012,16 Nov 2010,AA,Total exemption small company accounts,30 September 2010,No,2010.0,2009.0
739,REPLIFY LTD,NI059012,22 Apr 2010,AA,Total exemption small company accounts,30 September 2009,No,2009.0,2008.0
740,MINDMILL (HR) SOFTWARE LIMITED,NI059886,26 Jul 2019,AA,Total exemption full accounts,30 June 2018,Yes,2018.0,2017.0
741,MINDMILL (HR) SOFTWARE LIMITED,NI059886,29 Jun 2018,AA,Unaudited abridged accounts,30 June 2017,Yes,2017.0,2016.0
742,MINDMILL (HR) SOFTWARE LIMITED,NI059886,30 Jun 2017,AA,Micro company accounts,29 June 2016,Yes,2016.0,2015.0
743,MINDMILL (HR) SOFTWARE LIMITED,NI059886,15 Nov 2016,AA,Total exemption small company accounts,30 June 2015,No,2015.0,2014.0
744,MINDMILL (HR) SOFTWARE LIMITED,NI059886,03 Jul 2015,AA,Total exemption small company accounts,30 June 2014,No,2014.0,2013.0
745,MINDMILL (HR) SOFTWARE LIMITED,NI059886,27 Jun 2014,AA,Total exemption small company accounts,30 June 2013,No,2013.0,2012.0
746,MINDMILL (HR) SOFTWARE LIMITED,NI059886,01 Mar 2013,AA,Total exemption small company accounts,30 June 2012,No,2012.0,2011.0
747,MINDMILL (HR) SOFTWARE LIMITED,NI059886,09 Mar 2012,AA,Total exemption small company accounts,30 June 2011,No,2011.0,2010.0
748,MINDMILL (HR) SOFTWARE LIMITED,NI059886,23 Mar 2011,AA,Total exemption small company accounts,30 June 2010,No,2010.0,2009.0
749,MINDMILL (HR) SOFTWARE LIMITED,NI059886,26 Mar 2010,AA,Total exemption small company accounts,30 June 2009,No,2009.0,2008.0
750,VELOCITY WORLDWIDE LTD,NI609734,09 Sep 2019,AA,Unaudited abridged accounts,31 December 2018,Yes,2018.0,2017.0
751,VELOCITY WORLDWIDE LTD,NI609734,27 Sep 2018,AA,Unaudited abridged accounts,31 December 2017,Yes,2017.0,2016.0
752,VELOCITY WORLDWIDE LTD,NI609734,22 Sep 2017,AA,Unaudited abridged accounts,31 December 2016,No,2016.0,2015.0
753,VELOCITY WORLDWIDE LTD,NI609734,27 Sep 2016,AA,Total exemption small company accounts,31 December 2015,No,2015.0,2014.0
754,VELOCITY WORLDWIDE LTD,NI609734,02 Jun 2015,AA,Total exemption small company accounts,31 December 2014,No,2014.0,2013.0
755,VELOCITY WORLDWIDE LTD,NI609734,30 Sep 2014,AA,Total exemption small company accounts,31 December 2013,No,2013.0,2012.0
756,VELOCITY WORLDWIDE LTD,NI609734,01 Aug 2013,AA,Total exemption small company accounts,31 December 2012,No,2012.0,2011.0
757,ADRIAN HALL CHARTERED ACCOUNTANTS LIMITED,NI638381,28 Feb 2020,AA,Micro company accounts,31 May 2019,Yes,2019.0,2018.0
758,ADRIAN HALL CHARTERED ACCOUNTANTS LIMITED,NI638381,27 Feb 2019,AA,Micro company accounts,31 May 2018,Yes,2018.0,2017.0
759,ADRIAN HALL CHARTERED ACCOUNTANTS LIMITED,NI638381,08 Mar 2018,AA,Micro company accounts,31 May 2017,Yes,2017.0,2016.0
760,APT INNOVATIONS LTD,NI610010,13 Dec 2019,AA,Micro company accounts,31 March 2019,Yes,2019.0,2018.0
761,APT INNOVATIONS LTD,NI610010,20 Dec 2018,AA,Micro company accounts,31 March 2018,Yes,2018.0,2017.0
762,APT INNOVATIONS LTD,NI610010,15 Mar 2018,AA,Micro company accounts,30 March 2017,Yes,2017.0,2016.0
763,APT INNOVATIONS LTD,NI610010,21 Dec 2016,AA,Total exemption small company accounts,31 March 2016,Yes,2016.0,2015.0
764,APT INNOVATIONS LTD,NI610010,23 Dec 2015,AA,Total exemption small company accounts,31 March 2015,Yes,2015.0,2014.0
765,APT INNOVATIONS LTD,NI610010,23 Dec 2014,AA,Total exemption small company accounts,31 March 2014,No,2014.0,2013.0
766,APT INNOVATIONS LTD,NI610010,16 Sep 2013,AA,Total exemption small company accounts,31 March 2013,No,2013.0,2012.0
767,BABY ANGELS ORGANISATION LIMITED,NI646347,05 Apr 2020,AA,Total exemption full accounts,30 June 2019,Yes,2019.0,2018.0
768,BABY ANGELS ORGANISATION LIMITED,NI646347,16 Jan 2019,AA,Micro company accounts,30 June 2018,Yes,2018.0,2017.0
769,SYNDEO LIMITED,NI643818,30 Sep 2019,AA,Total exemption full accounts,31 December 2018,Yes,2018.0,2017.0
770,SYNDEO LIMITED,NI643818,27 Sep 2018,AA,Unaudited abridged accounts,31 December 2017,Yes,2017.0,2016.0
771,NORTHSTONE (NI) LIMITED,NI004078,06 Aug 2019,AA,Full accounts,31 December 2018,No,2018.0,2017.0
772,NORTHSTONE (NI) LIMITED,NI004078,01 Oct 2018,AA,Full accounts,31 December 2017,No,2017.0,2016.0
773,NORTHSTONE (NI) LIMITED,NI004078,03 Oct 2017,AA,Full accounts,31 December 2016,No,2016.0,2015.0
774,NORTHSTONE (NI) LIMITED,NI004078,11 Oct 2016,AA,Full accounts,31 December 2015,No,2015.0,2014.0
775,NORTHSTONE (NI) LIMITED,NI004078,21 Aug 2015,AA,Full accounts,31 December 2014,No,2014.0,2013.0
776,NORTHSTONE (NI) LIMITED,NI004078,22 Sep 2014,AA,Full accounts,31 December 2013,No,2013.0,2012.0
777,NORTHSTONE (NI) LIMITED,NI004078,05 Sep 2013,AA,Full accounts,31 December 2012,No,2012.0,2011.0
778,NORTHSTONE (NI) LIMITED,NI004078,06 Sep 2012,AA,Full accounts,31 December 2011,No,2011.0,2010.0
779,NORTHSTONE (NI) LIMITED,NI004078,28 Sep 2011,AA,Full accounts,31 December 2010,No,2010.0,2009.0
780,NORTHSTONE (NI) LIMITED,NI004078,21 Sep 2010,AA,Full accounts,31 December 2009,No,2009.0,2008.0
781,NORTHSTONE (NI) LIMITED,NI004078,12 Oct 2009,AA,Full accounts,31 December 2008,No,2008.0,2007.0
782,A2 SOFTWARE SERVICES LTD,NI059381,27 Feb 2020,AA,Micro company accounts,31 May 2019,Yes,2019.0,2018.0
783,A2 SOFTWARE SERVICES LTD,NI059381,17 Dec 2018,AA,Total exemption full accounts,31 May 2018,Yes,2018.0,2017.0
784,A2 SOFTWARE SERVICES LTD,NI059381,25 Feb 2018,AA,Total exemption full accounts,31 May 2017,Yes,2017.0,2016.0
785,A2 SOFTWARE SERVICES LTD,NI059381,20 Apr 2017,AA,Total exemption small company accounts,31 May 2016,No,2016.0,2015.0
786,A2 SOFTWARE SERVICES LTD,NI059381,25 Feb 2016,AA,Total exemption small company accounts,31 May 2015,No,2015.0,2014.0
787,A2 SOFTWARE SERVICES LTD,NI059381,02 Mar 2015,AA,Total exemption small company accounts,31 May 2014,No,2014.0,2013.0
788,A2 SOFTWARE SERVICES LTD,NI059381,03 Mar 2014,AA,Total exemption small company accounts,31 May 2013,No,2013.0,2012.0
789,A2 SOFTWARE SERVICES LTD,NI059381,21 Mar 2013,AA,Total exemption small company accounts,31 May 2012,No,2012.0,2011.0
790,A2 SOFTWARE SERVICES LTD,NI059381,23 Mar 2012,AA,Total exemption small company accounts,31 May 2011,No,2011.0,2010.0
791,A2 SOFTWARE SERVICES LTD,NI059381,09 Mar 2011,AA,Total exemption full accounts,31 May 2010,No,2010.0,2009.0
792,A2 SOFTWARE SERVICES LTD,NI059381,14 May 2010,AA,Total exemption small company accounts,31 May 2009,No,2009.0,2008.0
793,CONNECT TELECOMS HOLDINGS LIMITED,NI634175,28 Jan 2020,AA,Accounts for a small company,31 March 2019,No,2019.0,2018.0
794,CONNECT TELECOMS HOLDINGS LIMITED,NI634175,24 Dec 2018,AA,Total exemption full accounts,28 February 2018,No,2018.0,2017.0
795,CONNECT TELECOMS HOLDINGS LIMITED,NI634175,19 Jun 2018,AA,Total exemption full accounts,31 August 2017,No,2017.0,2016.0
796,CONNECT TELECOMS HOLDINGS LIMITED,NI634175,07 Jun 2017,AA,Total exemption small company accounts,31 August 2016,No,2016.0,2015.0
797,NEXT MOVE ONLINE LTD,NI650939,12 Nov 2019,AA,Micro company accounts,31 March 2019,Yes,2019.0,2018.0
798,INSTIL SOFTWARE LIMITED,NI054248,31 Jan 2020,AA,Total exemption full accounts,30 April 2019,No,2019.0,2018.0
799,INSTIL SOFTWARE LIMITED,NI054248,31 Jan 2019,AA,Unaudited abridged accounts,30 April 2018,Yes,2018.0,2017.0
800,INSTIL SOFTWARE LIMITED,NI054248,05 Feb 2018,AA,Total exemption full accounts,30 April 2017,No,2017.0,2016.0
801,INSTIL SOFTWARE LIMITED,NI054248,31 Jan 2017,AA,Total exemption small company accounts,30 April 2016,Yes,2016.0,2015.0
802,INSTIL SOFTWARE LIMITED,NI054248,29 Jan 2016,AA,Total exemption small company accounts,30 April 2015,Yes,2015.0,2014.0
803,INSTIL SOFTWARE LIMITED,NI054248,04 Feb 2015,AA,Total exemption small company accounts,30 April 2014,No,2014.0,2013.0
804,INSTIL SOFTWARE LIMITED,NI054248,13 Dec 2013,AA,Total exemption small company accounts,31 March 2013,No,2013.0,2012.0
805,INSTIL SOFTWARE LIMITED,NI054248,21 Dec 2012,AA,Total exemption small company accounts,31 March 2012,No,2012.0,2011.0
806,INSTIL SOFTWARE LIMITED,NI054248,30 Dec 2011,AA,Total exemption small company accounts,31 March 2011,No,2011.0,2010.0
807,INSTIL SOFTWARE LIMITED,NI054248,23 Dec 2010,AA,Total exemption small company accounts,31 March 2010,No,2010.0,2009.0
808,INSTIL SOFTWARE LIMITED,NI054248,21 Nov 2009,AA,Total exemption small company accounts,31 March 2009,No,2009.0,2008.0
809,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,18 Feb 2020,AA,Micro company accounts,30 June 2019,Yes,2019.0,2018.0
810,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,08 Oct 2018,AA,Micro company accounts,30 June 2018,Yes,2018.0,2017.0
811,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,27 Oct 2017,AA,Micro company accounts,30 June 2017,Yes,2017.0,2016.0
812,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,17 Feb 2017,AA,Total exemption small company accounts,30 June 2016,Yes,2016.0,2015.0
813,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,24 Dec 2015,AA,Total exemption small company accounts,30 June 2015,Yes,2015.0,2014.0
814,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,06 Mar 2015,AA,Total exemption small company accounts,30 June 2014,No,2014.0,2013.0
815,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,28 Mar 2014,AA,Total exemption small company accounts,30 June 2013,No,2013.0,2012.0
816,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,06 Feb 2013,AA,Total exemption small company accounts,30 June 2012,No,2012.0,2011.0
817,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,13 Mar 2012,AA,Total exemption small company accounts,30 June 2011,No,2011.0,2010.0
818,10 THE AVENUE MANAGEMENT COMPANY LTD,NI069602,24 Aug 2010,AA,Total exemption small company accounts,30 June 2010,No,2010.0,2009.0
819,360 IT CONSULTANCY LTD,NI613124,31 Dec 2019,AA,Micro company accounts,31 March 2019,Yes,2019.0,2018.0
820,360 IT CONSULTANCY LTD,NI613124,30 Dec 2018,AA,Micro company accounts,31 March 2018,Yes,2018.0,2017.0
821,360 IT CONSULTANCY LTD,NI613124,29 Dec 2017,AA,Micro company accounts,31 March 2017,Yes,2017.0,2016.0
822,360 IT CONSULTANCY LTD,NI613124,29 Dec 2016,AA,Total exemption small company accounts,31 March 2016,Yes,2016.0,2015.0
823,360 IT CONSULTANCY LTD,NI613124,31 Dec 2015,AA,Total exemption small company accounts,31 March 2015,Yes,2015.0,2014.0
824,360 IT CONSULTANCY LTD,NI613124,13 Dec 2014,AA,Total exemption small company accounts,31 March 2014,No,2014.0,2013.0
825,360 IT CONSULTANCY LTD,NI613124,29 Dec 2013,AA,Total exemption small company accounts,31 March 2013,No,2013.0,2012.0
826,ADHAUS MEDIA LTD,NI044377,02 Oct 2019,AA,Total exemption full accounts,31 December 2018,No,2018.0,2017.0
827,ADHAUS MEDIA LTD,NI044377,03 Oct 2018,AA,Total exemption full accounts,31 December 2017,No,2017.0,2016.0
828,ADHAUS MEDIA LTD,NI044377,04 Oct 2017,AA,Unaudited abridged accounts,31 December 2016,No,2016.0,2015.0
829,ADHAUS MEDIA LTD,NI044377,07 Oct 2016,AA,Total exemption small company accounts,31 December 2015,No,2015.0,2014.0
830,ADHAUS MEDIA LTD,NI044377,06 Oct 2015,AA,Total exemption small company accounts,31 December 2014,No,2014.0,2013.0
831,ADHAUS MEDIA LTD,NI044377,01 Oct 2014,AA,Total exemption small company accounts,31 December 2013,No,2013.0,2012.0
832,ADHAUS MEDIA LTD,NI044377,27 Sep 2013,AA,Total exemption small company accounts,31 December 2012,No,2012.0,2011.0
833,ADHAUS MEDIA LTD,NI044377,27 Sep 2012,AA,Total exemption small company accounts,31 December 2011,No,2011.0,2010.0
834,ADHAUS MEDIA LTD,NI044377,05 Oct 2011,AA,Total exemption small company accounts,31 December 2010,No,2010.0,2009.0
835,ADHAUS MEDIA LTD,NI044377,17 Sep 2010,AA,Total exemption small company accounts,31 December 2009,No,2009.0,2008.0
836,ADHAUS MEDIA LTD,NI044377,15 Nov 2009,AA,Total exemption small company accounts,31 December 2008,No,2008.0,2007.0
837,PHOTONIC MEASUREMENTS LIMITED,NI622996,12 Sep 2019,AA,Micro company accounts,28 February 2019,Yes,2019.0,2018.0
838,PHOTONIC MEASUREMENTS LIMITED,NI622996,29 Nov 2018,AA,Total exemption full accounts,28 February 2018,Yes,2018.0,2017.0
839,PHOTONIC MEASUREMENTS LIMITED,NI622996,06 Dec 2017,AA,Total exemption full accounts,28 February 2017,No,2017.0,2016.0
840,PHOTONIC MEASUREMENTS LIMITED,NI622996,22 Nov 2016,AA,Total exemption small company accounts,28 February 2016,Yes,2016.0,2015.0
841,PHOTONIC MEASUREMENTS LIMITED,NI622996,19 Nov 2015,AA,Total exemption small company accounts,28 February 2015,Yes,2015.0,2014.0
842,BEECH TREE FARM WIND TURBINE LTD,NI631589,28 Feb 2020,AA,Micro company accounts,31 May 2019,Yes,2019.0,2018.0
843,BEECH TREE FARM WIND TURBINE LTD,NI631589,28 Feb 2019,AA,Micro company accounts,31 May 2018,Yes,2018.0,2017.0
844,BEECH TREE FARM WIND TURBINE LTD,NI631589,28 Feb 2018,AA,Micro company accounts,31 May 2017,Yes,2017.0,2016.0
845,BEECH TREE FARM WIND TURBINE LTD,NI631589,28 Feb 2017,AA,Micro company accounts,31 May 2016,Yes,2016.0,2015.0
846,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,25 Nov 2019,AA,Accounts for a small company,31 December 2018,No,2018.0,2017.0
847,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,28 Sep 2018,AA,Accounts for a small company,31 December 2017,No,2017.0,2016.0
848,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,17 Jul 2017,AA,Accounts for a small company,31 December 2016,No,2016.0,2015.0
849,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,11 Jul 2016,AA,Full accounts,31 December 2015,No,2015.0,2014.0
850,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,10 Apr 2015,AA,Full accounts,31 December 2014,No,2014.0,2013.0
851,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,21 Mar 2014,AA,Full accounts,31 December 2013,No,2013.0,2012.0
852,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,15 Apr 2013,AA,Full accounts,31 December 2012,No,2012.0,2011.0
853,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,01 May 2012,AA,Full accounts,31 December 2011,No,2011.0,2010.0
854,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,31 Mar 2011,AA,Full accounts,31 December 2010,No,2010.0,2009.0
855,BERENDSEN SUPPLY CHAIN (NORTHERN IRELAND) LIMITED,NI012725,27 May 2010,AA,Full accounts,31 December 2009,No,2009.0,2008.0
856,SENERGY INNOVATIONS LIMITED,NI621510,30 Aug 2019,AA,Micro company accounts,30 November 2018,Yes,2018.0,2017.0
857,SENERGY INNOVATIONS LIMITED,NI621510,27 Aug 2018,AA,Micro company accounts,30 November 2017,Yes,2017.0,2016.0
858,SENERGY INNOVATIONS LIMITED,NI621510,31 Aug 2017,AA,Total exemption small company accounts,30 November 2016,Yes,2016.0,2015.0
859,SENERGY INNOVATIONS LIMITED,NI621510,30 Aug 2016,AA,Total exemption small company accounts,30 November 2015,Yes,2015.0,2014.0
860,SENERGY INNOVATIONS LIMITED,NI621510,18 Aug 2015,AA,Total exemption small company accounts,30 November 2014,Yes,2014.0,2013.0
861,DALE FARM LIMITED,NI025356,25 Nov 2019,AA,Group of companies' accounts,31 March 2019,No,2019.0,2018.0
862,DALE FARM LIMITED,NI025356,17 Dec 2018,AA,Group of companies' accounts,31 March 2018,No,2018.0,2017.0
863,DALE FARM LIMITED,NI025356,21 Dec 2017,AA,Group of companies' accounts,31 March 2017,No,2017.0,2016.0
864,DALE FARM LIMITED,NI025356,12 Dec 2016,AA,Group of companies' accounts,31 March 2016,No,2016.0,2015.0
865,DALE FARM LIMITED,NI025356,05 Jan 2016,AA,Group of companies' accounts,31 March 2015,No,2015.0,2014.0
866,DALE FARM LIMITED,NI025356,31 Dec 2014,AA,Group of companies' accounts,31 March 2014,No,2014.0,2013.0
867,DALE FARM LIMITED,NI025356,12 Dec 2013,AA,Group of companies' accounts,31 March 2013,No,2013.0,2012.0
868,DALE FARM LIMITED,NI025356,19 Dec 2012,AA,Group of companies' accounts,31 March 2012,No,2012.0,2011.0
869,DALE FARM LIMITED,NI025356,14 Dec 2011,AA,Group of companies' accounts,31 March 2011,No,2011.0,2010.0
870,DALE FARM LIMITED,NI025356,29 Dec 2010,AA,Group of companies' accounts,31 March 2010,No,2010.0,2009.0
871,DALE FARM LIMITED,NI025356,10 Jan 2010,AA,Group of companies' accounts,31 March 2009,No,2009.0,2008.0
872,BIO-KINETIC EUROPE LIMITED,NI031415,14 Aug 2017,AA,Total exemption full accounts,31 December 2016,No,2016.0,2015.0
873,BIO-KINETIC EUROPE LIMITED,NI031415,12 Sep 2016,AA,Accounts for a small company,31 December 2015,No,2015.0,2014.0
874,BIO-KINETIC EUROPE LIMITED,NI031415,28 Sep 2015,AA,Accounts for a small company,31 December 2014,No,2014.0,2013.0
875,BIO-KINETIC EUROPE LIMITED,NI031415,27 Jun 2014,AA,Accounts for a small company,31 December 2013,No,2013.0,2012.0
876,BIO-KINETIC EUROPE LIMITED,NI031415,07 Mar 2013,AA,Accounts for a small company,31 December 2012,No,2012.0,2011.0
877,BIO-KINETIC EUROPE LIMITED,NI031415,28 Aug 2012,AA,Total exemption small company accounts,31 December 2011,No,2011.0,2010.0
878,BIO-KINETIC EUROPE LIMITED,NI031415,05 Jul 2011,AA,Total exemption small company accounts,31 December 2010,No,2010.0,2009.0
879,BIO-KINETIC EUROPE LIMITED,NI031415,31 Mar 2010,AA,Total exemption small company accounts,31 December 2009,No,2009.0,2008.0
880,BIO-KINETIC EUROPE LIMITED,NI031415,13 Nov 2009,AA,Total exemption small company accounts,31 December 2008,No,2008.0,2007.0
881,FLOWLENS LTD,NI601290,22 Oct 2019,AA,Total exemption full accounts,31 December 2018,Yes,2018.0,2017.0
882,FLOWLENS LTD,NI601290,29 Mar 2018,AA,Total exemption full accounts,31 December 2017,Yes,2017.0,2016.0
883,FLOWLENS LTD,NI601290,21 Dec 2017,AA,Total exemption full accounts,31 March 2017,Yes,2017.0,2016.0
884,FLOWLENS LTD,NI601290,27 Jul 2016,AA,Total exemption small company accounts,31 March 2016,Yes,2016.0,2015.0
885,FLOWLENS LTD,NI601290,10 Nov 2015,AA,Total exemption small company accounts,31 March 2015,Yes,2015.0,2014.0
886,FLOWLENS LTD,NI601290,07 Nov 2014,AA,Total exemption small company accounts,31 March 2014,No,2014.0,2013.0
887,FLOWLENS LTD,NI601290,23 Oct 2013,AA,Total exemption small company accounts,31 March 2013,No,2013.0,2012.0
888,FLOWLENS LTD,NI601290,27 Sep 2012,AA,Total exemption small company accounts,31 December 2011,No,2011.0,2010.0
889,FLOWLENS LTD,NI601290,15 Aug 2011,AA,Total exemption small company accounts,31 December 2010,No,2010.0,2009.0
890,CASED DIMENSIONS LTD,NI073702,18 Jun 2020,AA,Accounts for a dormant company,30 September 2019,Yes,2019.0,2018.0
891,CASED DIMENSIONS LTD,NI073702,26 Jun 2019,AA,Accounts for a dormant company,30 September 2018,Yes,2018.0,2017.0
892,CASED DIMENSIONS LTD,NI073702,11 Jun 2018,AA,Accounts for a dormant company,30 September 2017,Yes,2017.0,2016.0
893,CASED DIMENSIONS LTD,NI073702,24 May 2017,AA,Accounts for a dormant company,30 September 2016,Yes,2016.0,2015.0
894,CASED DIMENSIONS LTD,NI073702,27 Jun 2016,AA,Accounts for a dormant company,30 September 2015,No,2015.0,2014.0
895,CASED DIMENSIONS LTD,NI073702,30 Jun 2015,AA,Accounts for a dormant company,30 September 2014,Yes,2014.0,2013.0
896,CASED DIMENSIONS LTD,NI073702,30 Jun 2014,AA,Accounts for a dormant company,30 September 2013,No,2013.0,2012.0
897,CASED DIMENSIONS LTD,NI073702,22 May 2013,AA,Accounts for a dormant company,30 September 2012,No,2012.0,2011.0
898,CASED DIMENSIONS LTD,NI073702,22 Jun 2012,AA,Accounts for a dormant company,30 September 2011,No,2011.0,2010.0
899,CASED DIMENSIONS LTD,NI073702,01 Aug 2011,AA,Accounts for a dormant company,30 September 2010,No,2010.0,2009.0
900,BTA ELECTRICS LTD,NI602085,30 Jun 2020,AA,Micro company accounts,30 June 2019,Yes,2019.0,2018.0
901,BTA ELECTRICS LTD,NI602085,31 Mar 2019,AA,Micro company accounts,30 June 2018,Yes,2018.0,2017.0
902,BTA ELECTRICS LTD,NI602085,30 Apr 2018,AA,Micro company accounts,30 June 2017,Yes,2017.0,2016.0
903,BTA ELECTRICS LTD,NI602085,31 Mar 2017,AA,Total exemption small company accounts,30 June 2016,Yes,2016.0,2015.0
904,BTA ELECTRICS LTD,NI602085,31 Mar 2016,AA,Total exemption small company accounts,30 June 2015,Yes,2015.0,2014.0
905,BTA ELECTRICS LTD,NI602085,30 Apr 2015,AA,Total exemption small company accounts,30 June 2014,No,2014.0,2013.0
906,BTA ELECTRICS LTD,NI602085,28 Mar 2014,AA,Total exemption small company accounts,30 June 2013,No,2013.0,2012.0
907,BTA ELECTRICS LTD,NI602085,30 Nov 2012,AA,Total exemption small company accounts,28 February 2012,No,2012.0,2011.0
908,BTA ELECTRICS LTD,NI602085,07 Dec 2011,AA,Total exemption small company accounts,28 February 2011,No,2011.0,2010.0
909,ACHILL ROCK TECHNOLOGIES LIMITED,NI630783,04 Dec 2019,AA,Accounts for a dormant company,30 April 2019,Yes,2019.0,2018.0
910,ACHILL ROCK TECHNOLOGIES LIMITED,NI630783,03 Jan 2019,AA,Accounts for a dormant company,30 April 2018,Yes,2018.0,2017.0
911,ACHILL ROCK TECHNOLOGIES LIMITED,NI630783,28 Jan 2018,AA,Accounts for a dormant company,30 April 2017,Yes,2017.0,2016.0
912,ACHILL ROCK TECHNOLOGIES LIMITED,NI630783,05 Jan 2017,AA,Accounts for a dormant company,30 April 2016,Yes,2016.0,2015.0
913,NIJOBS.COM LTD,NI038474,30 Sep 2019,AA,Unaudited abridged accounts,31 December 2018,Yes,2018.0,2017.0
914,NIJOBS.COM LTD,NI038474,05 Oct 2018,AA,Unaudited abridged accounts,31 December 2017,Yes,2017.0,2016.0
915,NIJOBS.COM LTD,NI038474,02 Oct 2017,AA,Micro company accounts,31 December 2016,Yes,2016.0,2015.0
916,NIJOBS.COM LTD,NI038474,03 Oct 2016,AA,Accounts for a small company,31 December 2015,No,2015.0,2014.0
917,NIJOBS.COM LTD,NI038474,01 Oct 2015,AA,Accounts for a small company,31 December 2014,No,2014.0,2013.0
918,NIJOBS.COM LTD,NI038474,15 May 2014,AA,Accounts for a small company,31 December 2013,No,2013.0,2012.0
919,NIJOBS.COM LTD,NI038474,24 Sep 2013,AA,Accounts for a small company,31 December 2012,No,2012.0,2011.0
920,NIJOBS.COM LTD,NI038474,01 Oct 2012,AA,Accounts for a small company,31 December 2011,No,2011.0,2010.0
921,NIJOBS.COM LTD,NI038474,12 Jan 2012,AA,Accounts for a small company,31 December 2010,No,2010.0,2009.0
922,NIJOBS.COM LTD,NI038474,01 Dec 2010,AA,Accounts for a small company,31 December 2009,No,2009.0,2008.0
923,NIJOBS.COM LTD,NI038474,05 Jan 2010,AA,Accounts for a small company,31 December 2008,No,2008.0,2007.0
924,A2 SOFTWARE SERVICES LTD,NI059381,27 Feb 2020,AA,Micro company accounts,31 May 2019,Yes,2019.0,2018.0
925,A2 SOFTWARE SERVICES LTD,NI059381,17 Dec 2018,AA,Total exemption full accounts,31 May 2018,Yes,2018.0,2017.0
926,A2 SOFTWARE SERVICES LTD,NI059381,25 Feb 2018,AA,Total exemption full accounts,31 May 2017,Yes,2017.0,2016.0
927,A2 SOFTWARE SERVICES LTD,NI059381,20 Apr 2017,AA,Total exemption small company accounts,31 May 2016,No,2016.0,2015.0
928,A2 SOFTWARE SERVICES LTD,NI059381,25 Feb 2016,AA,Total exemption small company accounts,31 May 2015,No,2015.0,2014.0
929,A2 SOFTWARE SERVICES LTD,NI059381,02 Mar 2015,AA,Total exemption small company accounts,31 May 2014,No,2014.0,2013.0
930,A2 SOFTWARE SERVICES LTD,NI059381,03 Mar 2014,AA,Total exemption small company accounts,31 May 2013,No,2013.0,2012.0
931,A2 SOFTWARE SERVICES LTD,NI059381,21 Mar 2013,AA,Total exemption small company accounts,31 May 2012,No,2012.0,2011.0
932,A2 SOFTWARE SERVICES LTD,NI059381,23 Mar 2012,AA,Total exemption small company accounts,31 May 2011,No,2011.0,2010.0
933,A2 SOFTWARE SERVICES LTD,NI059381,09 Mar 2011,AA,Total exemption full accounts,31 May 2010,No,2010.0,2009.0
934,A2 SOFTWARE SERVICES LTD,NI059381,14 May 2010,AA,Total exemption small company accounts,31 May 2009,No,2009.0,2008.0
935,GLISTRR LTD,NI614046,12 Feb 2020,AA,Micro company accounts,30 July 2019,Yes,2019.0,2018.0
